Date,Store,Product,Category,Actual_Sales,Predicted_Sales,Unit_Price
2026-05-02,Store B - Mall,Bread,Bakery,226,220,2.71
2026-05-02,Store B - Mall,Oranges,Fresh Produce,106,99,2.13
2026-05-02,Store B - Mall,Carrots,Fresh Produce,251,260,1.47
2026-05-02,Store B - Mall,Salmon,Meat,226,235,12.23
2026-05-02,Store B - Mall,Butter,Dairy,191,185,3.4
2026-05-02,Store B - Mall,Muffins,Bakery,246,255,3.28
2026-05-03,Store B - Mall,Apples,Fresh Produce,71,66,2.38
2026-05-03,Store B - Mall,Bananas,Fresh Produce,119,120,1.19
2026-05-03,Store B - Mall,Lettuce,Fresh Produce,247,258,1.71
2026-05-03,Store B - Mall,Tomatoes,Fresh Produce,130,133,2.32
2026-05-03,Store B - Mall,Milk,Dairy,119,119,1.62
2026-05-03,Store B - Mall,Cheese,Dairy,212,209,5.48
2026-05-03,Store B - Mall,Yogurt,Dairy,156,163,1.86
2026-05-03,Store B - Mall,Chicken,Meat,96,95,8.03
2026-05-03,Store B - Mall,Beef,Meat,171,160,10.51
2026-05-03,Store B - Mall,Bread,Bakery,256,260,2.86
2026-05-03,Store B - Mall,Oranges,Fresh Produce,79,73,1.93
2026-05-03,Store B - Mall,Carrots,Fresh Produce,86,91,1.65
2026-05-03,Store B - Mall,Salmon,Meat,138,137,11.05
2026-05-03,Store B - Mall,Butter,Dairy,169,170,3.43
2026-05-03,Store B - Mall,Muffins,Bakery,101,106,3.12
2026-05-04,Store B - Mall,Apples,Fresh Produce,59,56,2.45
2026-05-04,Store B - Mall,Bananas,Fresh Produce,179,182,1.1
2026-05-04,Store B - Mall,Lettuce,Fresh Produce,75,73,1.71
2026-05-04,Store B - Mall,Tomatoes,Fresh Produce,153,152,2.35
2026-05-04,Store B - Mall,Milk,Dairy,148,144,1.54
2026-05-04,Store B - Mall,Cheese,Dairy,165,159,5.07
2026-05-04,Store B - Mall,Yogurt,Dairy,80,84,2.15
2026-05-04,Store B - Mall,Chicken,Meat,179,168,7.86
2026-05-04,Store B - Mall,Beef,Meat,97,92,10.36
2026-05-04,Store B - Mall,Bread,Bakery,193,193,2.55
2026-05-04,Store B - Mall,Oranges,Fresh Produce,107,108,2.05
2026-05-04,Store B - Mall,Carrots,Fresh Produce,113,114,1.55
2026-05-04,Store B - Mall,Salmon,Meat,66,65,12.12
2026-05-04,Store B - Mall,Butter,Dairy,53,49,3.15
2026-05-04,Store B - Mall,Muffins,Bakery,147,140,3.08
2026-05-05,Store B - Mall,Apples,Fresh Produce,54,56,2.6
2026-05-05,Store B - Mall,Bananas,Fresh Produce,117,121,1.2
2026-05-05,Store B - Mall,Lettuce,Fresh Produce,157,161,1.73
2026-05-05,Store B - Mall,Tomatoes,Fresh Produce,113,115,2.25
2026-05-05,Store B - Mall,Milk,Dairy,153,151,1.54
2026-05-05,Store B - Mall,Cheese,Dairy,63,65,4.76
2026-05-05,Store B - Mall,Yogurt,Dairy,116,120,2.11
2026-05-05,Store B - Mall,Chicken,Meat,165,155,7.8
2026-05-05,Store B - Mall,Beef,Meat,75,72,11.0
2026-05-05,Store B - Mall,Bread,Bakery,172,168,2.62
2026-05-05,Store B - Mall,Oranges,Fresh Produce,168,167,2.17
2026-05-05,Store B - Mall,Carrots,Fresh Produce,117,117,1.62
2026-05-05,Store B - Mall,Salmon,Meat,93,86,12.31
2026-05-05,Store B - Mall,Butter,Dairy,179,180,3.3
2026-05-05,Store B - Mall,Muffins,Bakery,81,81,3.22
2026-05-06,Store B - Mall,Apples,Fresh Produce,162,165,2.58
2026-05-06,Store B - Mall,Bananas,Fresh Produce,138,137,1.25
2026-05-06,Store B - Mall,Lettuce,Fresh Produce,145,144,1.67
2026-05-06,Store B - Mall,Tomatoes,Fresh Produce,107,104,2.14
2026-05-06,Store B - Mall,Milk,Dairy,138,146,1.61
2026-05-06,Store B - Mall,Cheese,Dairy,152,157,5.03
2026-05-06,Store B - Mall,Yogurt,Dairy,142,133,1.81
2026-05-06,Store B - Mall,Chicken,Meat,91,92,7.92
2026-05-06,Store B - Mall,Beef,Meat,117,116,10.38
2026-05-06,Store B - Mall,Bread,Bakery,101,96,2.85
2026-05-06,Store B - Mall,Oranges,Fresh Produce,162,168,2.02
2026-05-06,Store B - Mall,Carrots,Fresh Produce,184,184,1.4
2026-05-06,Store B - Mall,Salmon,Meat,90,95,12.49
2026-05-06,Store B - Mall,Butter,Dairy,110,106,3.53
2026-05-06,Store B - Mall,Muffins,Bakery,92,88,2.91
2026-02-06,Store C - Suburb,Apples,Fresh Produce,50,52,2.58
2026-02-06,Store C - Suburb,Bananas,Fresh Produce,121,114,1.13
2026-02-06,Store C - Suburb,Lettuce,Fresh Produce,39,41,1.94
2026-02-06,Store C - Suburb,Tomatoes,Fresh Produce,45,43,2.05
2026-02-06,Store C - Suburb,Milk,Dairy,65,62,1.54
2026-02-06,Store C - Suburb,Cheese,Dairy,124,119,5.17
2026-02-06,Store C - Suburb,Yogurt,Dairy,109,102,1.95
2026-02-06,Store C - Suburb,Chicken,Meat,49,49,7.88
2026-02-06,Store C - Suburb,Beef,Meat,97,103,9.72
2026-02-06,Store C - Suburb,Bread,Bakery,72,73,2.94
2026-02-06,Store C - Suburb,Oranges,Fresh Produce,127,127,2.18
2026-02-06,Store C - Suburb,Carrots,Fresh Produce,64,63,1.63
2026-02-06,Store C - Suburb,Salmon,Meat,50,47,11.19
2026-02-06,Store C - Suburb,Butter,Dairy,103,97,3.83
2026-02-06,Store C - Suburb,Muffins,Bakery,76,77,3.08
2026-02-07,Store C - Suburb,Apples,Fresh Produce,61,61,2.56
2026-02-07,Store C - Suburb,Bananas,Fresh Produce,85,87,1.1
2026-02-07,Store C - Suburb,Lettuce,Fresh Produce,108,107,1.71
2026-02-07,Store C - Suburb,Tomatoes,Fresh Produce,41,43,2.37
2026-02-07,Store C - Suburb,Milk,Dairy,126,122,1.39
2026-02-07,Store C - Suburb,Cheese,Dairy,140,130,5.01
2026-02-07,Store C - Suburb,Yogurt,Dairy,128,129,2.0
2026-02-07,Store C - Suburb,Chicken,Meat,50,48,7.56
2026-02-07,Store C - Suburb,Beef,Meat,54,57,9.99
2026-02-07,Store C - Suburb,Bread,Bakery,50,52,2.65
2026-02-07,Store C - Suburb,Oranges,Fresh Produce,150,141,2.19
2026-02-07,Store C - Suburb,Carrots,Fresh Produce,136,136,1.53
2026-02-07,Store C - Suburb,Salmon,Meat,139,142,12.48
2026-02-07,Store C - Suburb,Butter,Dairy,82,86,3.23
2026-02-07,Store C - Suburb,Muffins,Bakery,103,97,2.79
2026-02-08,Store C - Suburb,Apples,Fresh Produce,47,47,2.51
2026-02-08,Store C - Suburb,Bananas,Fresh Produce,46,47,1.11
2026-02-08,Store C - Suburb,Lettuce,Fresh Produce,101,103,1.82
2026-02-08,Store C - Suburb,Tomatoes,Fresh Produce,44,45,2.01
2026-02-08,Store C - Suburb,Milk,Dairy,39,39,1.48
2026-02-08,Store C - Suburb,Cheese,Dairy,114,106,5.06
2026-02-08,Store C - Suburb,Yogurt,Dairy,110,104,1.83
2026-02-08,Store C - Suburb,Chicken,Meat,60,56,7.09
2026-02-08,Store C - Suburb,Beef,Meat,103,108,9.65
2026-02-08,Store C - Suburb,Bread,Bakery,130,134,2.6
2026-02-08,Store C - Suburb,Oranges,Fresh Produce,110,116,2.05
2026-02-08,Store C - Suburb,Carrots,Fresh Produce,118,117,1.4
2026-02-08,Store C - Suburb,Salmon,Meat,135,135,12.07
2026-02-08,Store C - Suburb,Butter,Dairy,72,73,3.42
2026-02-08,Store C - Suburb,Muffins,Bakery,143,143,3.02
2026-02-09,Store C - Suburb,Apples,Fresh Produce,53,52,2.72
2026-02-09,Store C - Suburb,Bananas,Fresh Produce,53,51,1.09
2026-02-09,Store C - Suburb,Lettuce,Fresh Produce,88,81,1.65
2026-02-09,Store C - Suburb,Tomatoes,Fresh Produce,46,43,2.3
2026-02-09,Store C - Suburb,Milk,Dairy,90,93,1.59
2026-02-09,Store C - Suburb,Cheese,Dairy,41,40,5.45
2026-02-09,Store C - Suburb,Yogurt,Dairy,94,97,2.19
2026-02-09,Store C - Suburb,Chicken,Meat,85,86,6.79
2026-02-09,Store C - Suburb,Beef,Meat,52,54,10.22
2026-02-09,Store C - Suburb,Bread,Bakery,103,97,3.02
2026-02-09,Store C - Suburb,Oranges,Fresh Produce,51,53,2.0
2026-02-09,Store C - Suburb,Carrots,Fresh Produce,74,70,1.49
2026-02-09,Store C - Suburb,Salmon,Meat,73,76,11.19
2026-02-09,Store C - Suburb,Butter,Dairy,80,83,3.45
2026-02-09,Store C - Suburb,Muffins,Bakery,78,82,2.94
2026-02-10,Store C - Suburb,Apples,Fresh Produce,88,85,2.67
2026-02-10,Store C - Suburb,Bananas,Fresh Produce,55,56,1.31
2026-02-10,Store C - Suburb,Lettuce,Fresh Produce,119,125,1.72
2026-02-10,Store C - Suburb,Tomatoes,Fresh Produce,124,131,2.22
2026-02-10,Store C - Suburb,Milk,Dairy,34,34,1.56
2026-02-10,Store C - Suburb,Cheese,Dairy,63,62,5.07
2026-02-10,Store C - Suburb,Yogurt,Dairy,59,57,1.86
2026-02-10,Store C - Suburb,Chicken,Meat,29,30,8.04
2026-02-10,Store C - Suburb,Beef,Meat,65,64,9.37
2026-02-10,Store C - Suburb,Bread,Bakery,41,38,2.83
2026-02-10,Store C - Suburb,Oranges,Fresh Produce,59,58,1.86
2026-02-10,Store C - Suburb,Carrots,Fresh Produce,58,54,1.38
2026-02-10,Store C - Suburb,Salmon,Meat,46,44,11.11
2026-02-10,Store C - Suburb,Butter,Dairy,117,123,3.7
2026-02-10,Store C - Suburb,Muffins,Bakery,71,70,3.22
2026-02-11,Store C - Suburb,Apples,Fresh Produce,85,79,2.49
2026-02-11,Store C - Suburb,Bananas,Fresh Produce,44,46,1.08
2026-02-11,Store C - Suburb,Lettuce,Fresh Produce,55,58,1.79
2026-02-11,Store C - Suburb,Tomatoes,Fresh Produce,35,36,2.09
2026-02-11,Store C - Suburb,Milk,Dairy,57,57,1.63
2026-02-11,Store C - Suburb,Cheese,Dairy,84,89,4.68
2026-02-11,Store C - Suburb,Yogurt,Dairy,49,49,1.81
2026-02-11,Store C - Suburb,Chicken,Meat,67,68,7.52
2026-02-11,Store C - Suburb,Beef,Meat,44,44,10.29
2026-02-11,Store C - Suburb,Bread,Bakery,96,98,3.02
2026-02-11,Store C - Suburb,Oranges,Fresh Produce,102,96,2.18
2026-02-11,Store C - Suburb,Carrots,Fresh Produce,99,92,1.53
2026-02-11,Store C - Suburb,Salmon,Meat,100,103,12.06
2026-02-11,Store C - Suburb,Butter,Dairy,92,96,3.18
2026-02-11,Store C - Suburb,Muffins,Bakery,39,37,2.97
2026-02-12,Store C - Suburb,Apples,Fresh Produce,33,33,2.6
2026-02-12,Store C - Suburb,Bananas,Fresh Produce,65,63,1.26
2026-02-12,Store C - Suburb,Lettuce,Fresh Produce,37,38,1.66
2026-02-12,Store C - Suburb,Tomatoes,Fresh Produce,79,80,2.29
2026-02-12,Store C - Suburb,Milk,Dairy,51,51,1.55
2026-02-12,Store C - Suburb,Cheese,Dairy,88,88,5.14
2026-02-12,Store C - Suburb,Yogurt,Dairy,62,59,2.16
2026-02-12,Store C - Suburb,Chicken,Meat,44,41,6.8
2026-02-12,Store C - Suburb,Beef,Meat,89,90,9.04
2026-02-12,Store C - Suburb,Bread,Bakery,32,30,2.75
2026-02-12,Store C - Suburb,Oranges,Fresh Produce,57,58,2.09
2026-02-12,Store C - Suburb,Carrots,Fresh Produce,32,33,1.56
2026-02-12,Store C - Suburb,Salmon,Meat,46,47,11.55
2026-02-12,Store C - Suburb,Butter,Dairy,34,34,3.19
2026-02-12,Store C - Suburb,Muffins,Bakery,52,48,2.7
2026-02-13,Store C - Suburb,Apples,Fresh Produce,103,108,2.66
2026-02-13,Store C - Suburb,Bananas,Fresh Produce,104,103,1.17
2026-02-13,Store C - Suburb,Lettuce,Fresh Produce,90,95,1.8
2026-02-13,Store C - Suburb,Tomatoes,Fresh Produce,96,99,2.08
2026-02-13,Store C - Suburb,Milk,Dairy,69,71,1.6
2026-02-13,Store C - Suburb,Cheese,Dairy,57,56,5.35
2026-02-13,Store C - Suburb,Yogurt,Dairy,34,34,1.88
2026-02-13,Store C - Suburb,Chicken,Meat,104,99,7.58
2026-02-13,Store C - Suburb,Beef,Meat,48,47,9.76
2026-02-13,Store C - Suburb,Bread,Bakery,29,29,2.72
2026-02-13,Store C - Suburb,Oranges,Fresh Produce,30,28,1.84
2026-02-13,Store C - Suburb,Carrots,Fresh Produce,106,106,1.5
2026-02-13,Store C - Suburb,Salmon,Meat,74,74,10.94
2026-02-13,Store C - Suburb,Butter,Dairy,56,55,3.15
2026-02-13,Store C - Suburb,Muffins,Bakery,109,103,3.25
2026-02-14,Store C - Suburb,Apples,Fresh Produce,126,128,2.37
2026-02-14,Store C - Suburb,Bananas,Fresh Produce,39,38,1.28
2026-02-14,Store C - Suburb,Lettuce,Fresh Produce,95,93,1.71
2026-02-14,Store C - Suburb,Tomatoes,Fresh Produce,111,113,2.13
2026-02-14,Store C - Suburb,Milk,Dairy,79,81,1.58
2026-02-14,Store C - Suburb,Cheese,Dairy,53,56,5.07
2026-02-14,Store C - Suburb,Yogurt,Dairy,98,103,2.02
2026-02-14,Store C - Suburb,Chicken,Meat,94,96,7.95
2026-02-14,Store C - Suburb,Beef,Meat,86,82,9.4
2026-02-14,Store C - Suburb,Bread,Bakery,111,111,2.86
2026-02-14,Store C - Suburb,Oranges,Fresh Produce,39,40,1.93
2026-02-14,Store C - Suburb,Carrots,Fresh Produce,116,109,1.54
2026-02-14,Store C - Suburb,Salmon,Meat,121,118,11.53
2026-02-14,Store C - Suburb,Butter,Dairy,127,125,3.23
2026-02-14,Store C - Suburb,Muffins,Bakery,106,106,3.06
2026-02-15,Store C - Suburb,Apples,Fresh Produce,112,105,2.74
2026-02-15,Store C - Suburb,Bananas,Fresh Produce,98,102,1.2
2026-02-15,Store C - Suburb,Lettuce,Fresh Produce,93,95,1.8
2026-02-15,Store C - Suburb,Tomatoes,Fresh Produce,50,48,2.11
2026-02-15,Store C - Suburb,Milk,Dairy,55,57,1.56
2026-02-15,Store C - Suburb,Cheese,Dairy,92,95,5.07
2026-02-15,Store C - Suburb,Yogurt,Dairy,121,113,2.13
2026-02-15,Store C - Suburb,Chicken,Meat,106,106,6.76
2026-02-15,Store C - Suburb,Beef,Meat,70,73,9.97
2026-02-15,Store C - Suburb,Bread,Bakery,68,70,2.6
2026-02-15,Store C - Suburb,Oranges,Fresh Produce,104,101,1.98
2026-02-15,Store C - Suburb,Carrots,Fresh Produce,105,112,1.35
2026-02-15,Store C - Suburb,Salmon,Meat,73,71,12.29
2026-02-15,Store C - Suburb,Butter,Dairy,117,120,3.22
2026-02-15,Store C - Suburb,Muffins,Bakery,62,60,3.09
2026-02-16,Store C - Suburb,Apples,Fresh Produce,110,115,2.3
2026-02-16,Store C - Suburb,Bananas,Fresh Produce,37,35,1.08
2026-02-16,Store C - Suburb,Lettuce,Fresh Produce,61,61,1.97
2026-02-16,Store C - Suburb,Tomatoes,Fresh Produce,119,124,2.13
2026-02-16,Store C - Suburb,Milk,Dairy,72,70,1.46
2026-02-16,Store C - Suburb,Cheese,Dairy,53,51,4.95
2026-02-16,Store C - Suburb,Yogurt,Dairy,30,29,1.99
2026-02-16,Store C - Suburb,Chicken,Meat,58,59,7.05
2026-02-16,Store C - Suburb,Beef,Meat,65,61,9.79
2026-02-16,Store C - Suburb,Bread,Bakery,38,36,2.7
2026-02-16,Store C - Suburb,Oranges,Fresh Produce,68,63,1.86
2026-02-16,Store C - Suburb,Carrots,Fresh Produce,98,92,1.54
2026-02-16,Store C - Suburb,Salmon,Meat,71,73,11.21
2026-02-16,Store C - Suburb,Butter,Dairy,90,87,3.85
2026-02-16,Store C - Suburb,Muffins,Bakery,71,75,2.8
2026-02-17,Store C - Suburb,Apples,Fresh Produce,54,55,2.54
2026-02-17,Store C - Suburb,Bananas,Fresh Produce,61,57,1.32
2026-02-17,Store C - Suburb,Lettuce,Fresh Produce,103,108,1.84
2026-02-17,Store C - Suburb,Tomatoes,Fresh Produce,90,83,2.2
2026-02-17,Store C - Suburb,Milk,Dairy,77,78,1.45
2026-02-17,Store C - Suburb,Cheese,Dairy,91,90,5.46
2026-02-17,Store C - Suburb,Yogurt,Dairy,74,68,1.81
2026-02-17,Store C - Suburb,Chicken,Meat,56,58,7.01
2026-02-17,Store C - Suburb,Beef,Meat,78,76,10.47
2026-02-17,Store C - Suburb,Bread,Bakery,77,76,2.98
2026-02-17,Store C - Suburb,Oranges,Fresh Produce,100,101,2.17
2026-02-17,Store C - Suburb,Carrots,Fresh Produce,44,42,1.38
2026-02-17,Store C - Suburb,Salmon,Meat,64,67,11.55
2026-02-17,Store C - Suburb,Butter,Dairy,57,58,3.54
2026-02-17,Store C - Suburb,Muffins,Bakery,90,92,3.13
2026-02-18,Store C - Suburb,Apples,Fresh Produce,60,56,2.73
2026-02-18,Store C - Suburb,Bananas,Fresh Produce,79,82,1.25
2026-02-18,Store C - Suburb,Lettuce,Fresh Produce,99,98,1.86
2026-02-18,Store C - Suburb,Tomatoes,Fresh Produce,92,87,2.26
2026-02-18,Store C - Suburb,Milk,Dairy,44,41,1.64
2026-02-18,Store C - Suburb,Cheese,Dairy,96,92,5.47
2026-02-18,Store C - Suburb,Yogurt,Dairy,107,111,2.06
2026-02-18,Store C - Suburb,Chicken,Meat,93,90,8.17
2026-02-18,Store C - Suburb,Beef,Meat,71,69,9.6
2026-02-18,Store C - Suburb,Bread,Bakery,101,106,2.53
2026-02-18,Store C - Suburb,Oranges,Fresh Produce,37,37,1.98
2026-02-18,Store C - Suburb,Carrots,Fresh Produce,66,62,1.42
2026-02-18,Store C - Suburb,Salmon,Meat,55,52,11.52
2026-02-18,Store C - Suburb,Butter,Dairy,36,38,3.24
2026-02-18,Store C - Suburb,Muffins,Bakery,62,58,2.99
2026-02-19,Store C - Suburb,Apples,Fresh Produce,73,73,2.36
2026-02-19,Store C - Suburb,Bananas,Fresh Produce,64,62,1.09
2026-02-19,Store C - Suburb,Lettuce,Fresh Produce,86,89,1.74
2026-02-19,Store C - Suburb,Tomatoes,Fresh Produce,111,117,1.98
2026-02-19,Store C - Suburb,Milk,Dairy,41,40,1.55
2026-02-19,Store C - Suburb,Cheese,Dairy,38,35,4.84
2026-02-19,Store C - Suburb,Yogurt,Dairy,72,70,2.0
2026-02-19,Store C - Suburb,Chicken,Meat,38,39,6.97
2026-02-19,Store C - Suburb,Beef,Meat,104,102,10.08
2026-02-19,Store C - Suburb,Bread,Bakery,38,40,2.98
2026-02-19,Store C - Suburb,Oranges,Fresh Produce,47,44,2.0
2026-02-19,Store C - Suburb,Carrots,Fresh Produce,127,121,1.42
2026-02-19,Store C - Suburb,Salmon,Meat,64,60,12.56
2026-02-19,Store C - Suburb,Butter,Dairy,78,82,3.58
2026-02-19,Store C - Suburb,Muffins,Bakery,53,49,2.73
2026-02-20,Store C - Suburb,Apples,Fresh Produce,104,101,2.37
2026-02-20,Store C - Suburb,Bananas,Fresh Produce,40,42,1.11
2026-02-20,Store C - Suburb,Lettuce,Fresh Produce,89,82,1.95
2026-02-20,Store C - Suburb,Tomatoes,Fresh Produce,56,57,2.26
2026-02-20,Store C - Suburb,Milk,Dairy,41,42,1.48
2026-02-20,Store C - Suburb,Cheese,Dairy,107,110,5.07
2026-02-20,Store C - Suburb,Yogurt,Dairy,35,33,1.94
2026-02-20,Store C - Suburb,Chicken,Meat,71,70,6.75
2026-02-20,Store C - Suburb,Beef,Meat,38,38,10.39
2026-02-20,Store C - Suburb,Bread,Bakery,75,70,2.91
2026-02-20,Store C - Suburb,Oranges,Fresh Produce,77,78,2.08
2026-02-20,Store C - Suburb,Carrots,Fresh Produce,113,116,1.57
2026-02-20,Store C - Suburb,Salmon,Meat,80,78,12.07
2026-02-20,Store C - Suburb,Butter,Dairy,44,42,3.34
2026-02-20,Store C - Suburb,Muffins,Bakery,107,111,2.81
2026-02-21,Store C - Suburb,Apples,Fresh Produce,132,130,2.4
2026-02-21,Store C - Suburb,Bananas,Fresh Produce,82,80,1.16
2026-02-21,Store C - Suburb,Lettuce,Fresh Produce,49,45,1.76
2026-02-21,Store C - Suburb,Tomatoes,Fresh Produce,153,159,2.41
2026-02-21,Store C - Suburb,Milk,Dairy,54,52,1.56
2026-02-21,Store C - Suburb,Cheese,Dairy,72,71,4.88
2026-02-21,Store C - Suburb,Yogurt,Dairy,89,93,2.19
2026-02-21,Store C - Suburb,Chicken,Meat,55,53,7.39
2026-02-21,Store C - Suburb,Beef,Meat,52,50,10.58
2026-02-21,Store C - Suburb,Bread,Bakery,118,123,2.86
2026-02-21,Store C - Suburb,Oranges,Fresh Produce,69,65,1.85
2026-02-21,Store C - Suburb,Carrots,Fresh Produce,63,58,1.65
2026-02-21,Store C - Suburb,Salmon,Meat,137,143,11.85
2026-02-21,Store C - Suburb,Butter,Dairy,118,112,3.77
2026-02-21,Store C - Suburb,Muffins,Bakery,171,170,2.78
2026-02-22,Store C - Suburb,Apples,Fresh Produce,73,76,2.42
2026-02-22,Store C - Suburb,Bananas,Fresh Produce,74,75,1.26
2026-02-22,Store C - Suburb,Lettuce,Fresh Produce,152,162,1.71
2026-02-22,Store C - Suburb,Tomatoes,Fresh Produce,99,100,2.22
2026-02-22,Store C - Suburb,Milk,Dairy,92,92,1.39
2026-02-22,Store C - Suburb,Cheese,Dairy,158,149,4.53
2026-02-22,Store C - Suburb,Yogurt,Dairy,101,108,2.08
2026-02-22,Store C - Suburb,Chicken,Meat,114,111,7.51
2026-02-22,Store C - Suburb,Beef,Meat,92,95,10.05
2026-02-22,Store C - Suburb,Bread,Bakery,153,154,2.64
2026-02-22,Store C - Suburb,Oranges,Fresh Produce,103,98,1.95
2026-02-22,Store C - Suburb,Carrots,Fresh Produce,52,51,1.6
2026-02-22,Store C - Suburb,Salmon,Meat,115,109,13.04
2026-02-22,Store C - Suburb,Butter,Dairy,116,122,3.37
2026-02-22,Store C - Suburb,Muffins,Bakery,84,89,2.71
2026-02-23,Store C - Suburb,Apples,Fresh Produce,121,119,2.67
2026-02-23,Store C - Suburb,Bananas,Fresh Produce,86,84,1.28
2026-02-23,Store C - Suburb,Lettuce,Fresh Produce,87,86,1.82
2026-02-23,Store C - Suburb,Tomatoes,Fresh Produce,123,126,2.19
2026-02-23,Store C - Suburb,Milk,Dairy,116,118,1.56
2026-02-23,Store C - Suburb,Cheese,Dairy,82,78,5.18
2026-02-23,Store C - Suburb,Yogurt,Dairy,108,103,2.12
2026-02-23,Store C - Suburb,Chicken,Meat,75,80,7.1
2026-02-23,Store C - Suburb,Beef,Meat,72,68,9.49
2026-02-23,Store C - Suburb,Bread,Bakery,72,72,2.66
2026-02-23,Store C - Suburb,Oranges,Fresh Produce,111,103,2.07
2026-02-23,Store C - Suburb,Carrots,Fresh Produce,77,80,1.58
2026-02-23,Store C - Suburb,Salmon,Meat,95,96,12.24
2026-02-23,Store C - Suburb,Butter,Dairy,101,103,3.8
2026-02-23,Store C - Suburb,Muffins,Bakery,54,54,3.09
2026-02-24,Store C - Suburb,Apples,Fresh Produce,89,87,2.7
2026-02-24,Store C - Suburb,Bananas,Fresh Produce,91,96,1.12
2026-02-24,Store C - Suburb,Lettuce,Fresh Produce,106,101,1.69
2026-02-24,Store C - Suburb,Tomatoes,Fresh Produce,97,99,2.26
2026-02-24,Store C - Suburb,Milk,Dairy,88,82,1.39
2026-02-24,Store C - Suburb,Cheese,Dairy,67,65,5.47
2026-02-24,Store C - Suburb,Yogurt,Dairy,126,117,2.09
2026-02-24,Store C - Suburb,Chicken,Meat,81,77,7.39
2026-02-24,Store C - Suburb,Beef,Meat,101,100,9.22
2026-02-24,Store C - Suburb,Bread,Bakery,71,70,2.86
2026-02-24,Store C - Suburb,Oranges,Fresh Produce,72,69,2.0
2026-02-24,Store C - Suburb,Carrots,Fresh Produce,38,40,1.42
2026-02-24,Store C - Suburb,Salmon,Meat,70,69,11.53
2026-02-24,Store C - Suburb,Butter,Dairy,129,137,3.58
2026-02-24,Store C - Suburb,Muffins,Bakery,120,125,2.75
2026-02-25,Store C - Suburb,Apples,Fresh Produce,86,83,2.49
2026-02-25,Store C - Suburb,Bananas,Fresh Produce,119,113,1.17
2026-02-25,Store C - Suburb,Lettuce,Fresh Produce,142,142,1.68
2026-02-25,Store C - Suburb,Tomatoes,Fresh Produce,140,149,2.27
2026-02-25,Store C - Suburb,Milk,Dairy,72,74,1.43
2026-02-25,Store C - Suburb,Cheese,Dairy,90,86,4.97
2026-02-25,Store C - Suburb,Yogurt,Dairy,123,118,2.03
2026-02-25,Store C - Suburb,Chicken,Meat,45,44,6.85
2026-02-25,Store C - Suburb,Beef,Meat,119,117,9.39
2026-02-25,Store C - Suburb,Bread,Bakery,149,139,2.97
2026-02-25,Store C - Suburb,Oranges,Fresh Produce,138,133,2.05
2026-02-25,Store C - Suburb,Carrots,Fresh Produce,49,52,1.54
2026-02-25,Store C - Suburb,Salmon,Meat,50,49,13.08
2026-02-25,Store C - Suburb,Butter,Dairy,119,125,3.39
2026-02-25,Store C - Suburb,Muffins,Bakery,90,92,3.16
2026-02-26,Store C - Suburb,Apples,Fresh Produce,54,51,2.56
2026-02-26,Store C - Suburb,Bananas,Fresh Produce,85,88,1.22
2026-02-26,Store C - Suburb,Lettuce,Fresh Produce,122,126,1.82
2026-02-26,Store C - Suburb,Tomatoes,Fresh Produce,54,51,2.16
2026-02-26,Store C - Suburb,Milk,Dairy,85,79,1.55
2026-02-26,Store C - Suburb,Cheese,Dairy,141,149,5.41
2026-02-26,Store C - Suburb,Yogurt,Dairy,95,94,2.16
2026-02-26,Store C - Suburb,Chicken,Meat,118,125,7.73
2026-02-26,Store C - Suburb,Beef,Meat,54,55,9.13
2026-02-26,Store C - Suburb,Bread,Bakery,50,51,2.61
2026-02-26,Store C - Suburb,Oranges,Fresh Produce,150,155,2.01
2026-02-26,Store C - Suburb,Carrots,Fresh Produce,86,91,1.49
2026-02-26,Store C - Suburb,Salmon,Meat,136,131,12.82
2026-02-26,Store C - Suburb,Butter,Dairy,60,59,3.54
2026-02-26,Store C - Suburb,Muffins,Bakery,109,104,3.26
2026-02-27,Store C - Suburb,Apples,Fresh Produce,88,91,2.71
2026-02-27,Store C - Suburb,Bananas,Fresh Produce,57,59,1.28
2026-02-27,Store C - Suburb,Lettuce,Fresh Produce,81,81,1.91
2026-02-27,Store C - Suburb,Tomatoes,Fresh Produce,122,120,2.06
2026-02-27,Store C - Suburb,Milk,Dairy,68,66,1.63
2026-02-27,Store C - Suburb,Cheese,Dairy,92,91,4.9
2026-02-27,Store C - Suburb,Yogurt,Dairy,110,112,2.11
2026-02-27,Store C - Suburb,Chicken,Meat,79,74,7.91
2026-02-27,Store C - Suburb,Beef,Meat,86,86,9.94
2026-02-27,Store C - Suburb,Bread,Bakery,63,63,3.06
2026-02-27,Store C - Suburb,Oranges,Fresh Produce,81,81,1.83
2026-02-27,Store C - Suburb,Carrots,Fresh Produce,63,62,1.59
2026-02-27,Store C - Suburb,Salmon,Meat,127,122,11.93
2026-02-27,Store C - Suburb,Butter,Dairy,55,56,3.68
2026-02-27,Store C - Suburb,Muffins,Bakery,54,56,2.96
2026-02-28,Store C - Suburb,Apples,Fresh Produce,138,146,2.72
2026-02-28,Store C - Suburb,Bananas,Fresh Produce,73,69,1.13
2026-02-28,Store C - Suburb,Lettuce,Fresh Produce,71,71,1.76
2026-02-28,Store C - Suburb,Tomatoes,Fresh Produce,163,167,2.4
2026-02-28,Store C - Suburb,Milk,Dairy,53,52,1.62
